Date,Close,High,Low,Open,Volume,MA_20,MA_50,RSI,MACD,Signal_Line,Returns
06-02-2020,78.82133484,78.82376091,77.6216049,78.18148035,105425600,76.65274162,,57.52901554,0.964701956,0.920077492,0.011696734
07-02-2020,77.74996948,78.56869591,77.25678964,78.31846195,117684000,76.78797913,,51.53374895,0.95548821,0.927159636,-0.013592327
10-02-2020,78.11923218,78.11923218,76.24855365,76.32872252,109348800,76.93319588,,54.31793321,0.966837562,0.935095221,0.004749361
11-02-2020,77.64792633,78.69016619,77.42927653,78.6172854,94323200,76.97450294,,51.98205339,0.927114365,0.93349905,-0.00603316
12-02-2020,79.49186707,79.49672331,78.09978499,78.09978499,113730400,77.15987396,,55.95838478,1.032521783,0.953303597,0.023747456
13-02-2020,78.92581177,79.25379013,78.55653677,78.76061038,94747600,77.333181,,54.89964079,1.058183905,0.974279658,-0.007120921
14-02-2020,78.94524384,79.19547772,78.43505615,78.89421988,80113600,77.46019707,,62.79614797,1.067780616,0.99297985,0.000246207
18-02-2020,77.49971771,77.68192708,76.43318199,76.61539136,152531200,77.4726429,,51.64689371,0.947818342,0.983947548,-0.01831049
19-02-2020,78.62211609,78.85291756,77.74265351,77.74265351,93984000,77.56738586,,50.03951819,0.932565509,0.97367114,0.014482612
20-02-2020,77.81555176,78.87236767,77.30779583,78.38161973,100566000,77.60810623,,47.79082493,0.845646442,0.948066201,-0.010258746
21-02-2020,76.05420685,77.85201234,75.4346978,77.40741722,129554000,77.54221725,,53.79015495,0.627404316,0.883933824,-0.02263487
24-02-2020,72.44158936,73.89926441,70.26722852,72.21808333,222195200,77.306847,,43.07486398,0.161080977,0.739363254,-0.047500561
25-02-2020,69.98781586,73.49838528,69.51407604,73.11453422,230673600,77.06221657,,28.65955277,-0.401850362,0.511120531,-0.033872442
26-02-2020,71.09809113,72.3687004,69.60397585,69.61126393,198054800,76.76718483,,30.60947748,-0.749744976,0.25894743,0.015863837
27-02-2020,66.45053101,69.48249719,66.31448195,68.29206428,320605600,76.15918732,,20.96249311,-1.384513415,-0.069744739,-0.065368283
28-02-2020,66.41168213,67.63856327,62.284034,62.5002594,426510000,75.5549427,,22.03034156,-1.86916024,-0.429627839,-0.000584629
02-03-2020,72.59462738,73.23357596,67.47090181,68.57873396,341397200,75.43386765,,39.40940072,-1.734341918,-0.690570655,0.093100266
03-03-2020,70.28908539,73.85552819,69.43391137,73.77535934,319475600,75.20781555,,36.82006081,-1.792868327,-0.911030189,-0.031759127
04-03-2020,73.54941559,73.70976072,71.2147098,72.01885988,219178400,75.02129288,,39.87078007,-1.558207482,-1.040465648,0.046384587
05-03-2020,71.16370392,72.77442873,70.7968533,71.79535722,187572800,74.68397598,,37.54190576,-1.546912224,-1.141754963,-0.032436854
06-03-2020,70.21863556,70.65351069,68.32366098,68.51072661,226176800,74.25384102,,36.39804462,-1.595824103,-1.232568791,-0.013280202
09-03-2020,64.6648941,67.56080421,63.89475257,64.07696194,286744800,73.59958725,,32.26583817,-2.058992852,-1.397853603,-0.07909213
10-03-2020,69.3221817,69.58942367,65.44233541,67.33002978,285290000,73.15973473,,38.29360876,-2.026888526,-1.523660588,0.072021885
11-03-2020,66.91457367,68.32123222,66.04725521,67.39075287,255598800,72.62306709,,36.80992526,-2.17069702,-1.653067874,-0.034730702
12-03-2020,60.30644608,65.59537816,60.25056957,62.17956017,418474000,71.66379604,,32.94568696,-2.785774286,-1.879609157,-0.098754684
13-03-2020,67.53166199,68.00540939,61.45315544,64.35393335,370732000,71.09408855,74.20447594,45.06857515,-2.659555213,-2.035598368,0.119808352
16-03-2020,58.84391022,62.94240141,58.30699831,58.78074193,322423600,70.08902187,73.92543343,40.05292878,-3.223397332,-2.273158161,-0.12864709
17-03-2020,61.43128586,62.5852749,57.91828735,60.13152412,324056000,69.28560028,73.71229324,41.59307566,-3.422019769,-2.502930483,0.043970151
18-03-2020,59.9274559,60.73646608,57.60732216,58.25113092,300233600,68.35086727,73.45758812,43.99894296,-3.658601906,-2.734064767,-0.024479871
19-03-2020,59.46828461,61.42642756,58.94109256,60.10237342,271857200,67.43350391,73.20053459,43.66127926,-3.838893861,-2.955030586,-0.007662119
20-03-2020,55.69290161,61.18104684,55.39164746,60.05134655,401693200,66.41543865,72.84470497,33.86073953,-4.237570316,-3.211538532,-0.063485655
23-03-2020,54.50975418,55.51312164,51.65271258,55.41108483,336752800,65.51884689,72.43399567,34.60245099,-4.596014397,-3.488433705,-0.021244133
24-03-2020,59.97847366,60.17525921,56.92221437,57.42268224,287531200,65.01837978,72.1292672,37.30457025,-4.388219294,-3.668390823,0.100325521
25-03-2020,59.64807129,62.74077119,59.35167703,60.91867716,303602000,64.44587879,71.78579292,38.79645988,-4.201765551,-3.775065768,-0.005508683
26-03-2020,62.78692245,62.84522708,59.85213631,59.89100853,252087200,64.26269836,71.52584244,43.06569987,-3.757407504,-3.771534115,0.052622844
27-03-2020,60.18740845,62.16255576,60.01977521,61.40456587,204216800,63.95148468,71.22039719,45.57843697,-3.573812916,-3.731989876,-0.041402157
30-03-2020,61.90503311,62.0775263,60.59069514,60.9162454,167976400,63.41700497,70.9303994,42.22402473,-3.252225297,-3.63603696,0.02853794
31-03-2020,61.7787056,63.77086105,61.22236117,62.09696781,197002000,62.99148598,70.62095749,44.34518277,-2.973284198,-3.503486407,-0.002040666
01-04-2020,58.52809143,60.42549811,58.09564807,59.88615798,176218400,62.24041977,70.25697418,47.88562601,-2.980165274,-3.398822181,-0.052617065
02-04-2020,59.50473022,59.55817861,57.55387518,58.38960957,165934000,61.65747108,69.9070459,38.79087695,-2.873685924,-3.293794929,0.016686667
03-04-2020,58.64955521,59.69179121,58.05676677,58.98724977,129880000,61.07901707,69.53259727,49.65259969,-2.825732465,-3.200182437,-0.014371547
06-04-2020,63.76599503,63.92147651,60.58583486,60.95510987,201820400,61.03407211,69.26493729,53.82716136,-2.347810966,-3.029708143,0.087237487
07-04-2020,63.02743912,66.0083894,62.92297418,65.7897322,202887200,60.71933498,69.02787758,55.21240979,-2.005531506,-2.824872815,-0.011582285
08-04-2020,64.64059448,64.95642107,63.46473763,63.83158077,168895200,60.60563602,68.78071495,58.37199417,-1.585824019,-2.577063056,0.025594493
09-04-2020,65.10705566,65.61238718,64.30776916,65.27955255,161834800,60.8456665,68.51064644,67.0659876,-1.20171072,-2.301992589,0.007216227
13-04-2020,66.38495636,66.49428496,64.58229481,65.18480322,131022800,60.78833122,68.26841408,71.45367659,-0.785131747,-1.99862042,0.019627684
14-04-2020,69.73761749,70.02915554,67.5511044,68.02485187,194994800,61.33301659,68.16284386,69.09041659,-0.182356087,-1.635367554,0.050503327
15-04-2020,69.10109711,69.56269281,68.1779057,68.60791725,131154400,61.71650715,68.04866325,68.2727617,0.241205621,-1.260052919,-0.009127361
16-04-2020,69.65015411,70.01700476,68.5957699,69.81778736,157125200,62.20264206,67.89606895,64.74274206,0.614106601,-0.885221015,0.007945706
17-04-2020,68.70508575,69.713317,67.26198676,69.16425699,215250000,62.66448212,67.71196983,69.69660188,0.823877053,-0.543401401,-0.013568791
20-04-2020,67.27900696,68.43299999,67.25957455,67.52681652,130015200,63.24378738,67.48112328,62.5968332,0.865076939,-0.261705733,-0.020756525
21-04-2020,65.19937897,67.35673938,64.48511755,67.1210816,180991600,63.77826862,67.23011147,57.34555926,0.721601375,-0.065044312,-0.030910504
22-04-2020,67.07735443,67.51465402,66.12986705,66.47241419,116862400,64.13321266,67.00927391,69.50878494,0.750778376,0.098120226,0.028803579
23-04-2020,66.81739044,68.44998669,66.77851822,67.02146405,124814400,64.49167862,66.79266319,67.25120085,0.744344103,0.227365001,-0.003875585
24-04-2020,68.74639893,68.75611884,67.29601166,67.34460381,126161200,64.78965244,66.57775383,72.67071254,0.88470147,0.358832295,0.028869857
27-04-2020,68.79496765,69.12780222,68.01268185,68.46212567,117087600,65.2200304,66.37513695,64.61859356,0.988460429,0.484757922,0.000706491
28-04-2020,67.67984009,69.4411972,67.58752691,69.25898784,112004800,65.50877075,66.14982887,63.23421122,0.969532509,0.581712839,-0.016209435
29-04-2020,69.9028244,70.37414003,68.96991306,69.17398672,137280800,65.91497669,65.99789101,64.46700593,1.120986221,0.689567516,0.032845591
30-04-2020,71.37748718,71.55484032,70.05343676,70.44457602,183064000,66.55744648,65.85299843,66.33332724,1.344508682,0.820555749,0.021095897
01-05-2020,70.22837067,72.64082159,69.4460846,69.54326147,240616800,67.0936285,65.70125481,60.07901327,1.412643666,0.938973332,-0.016099145
04-05-2020,71.22200775,71.35076876,69.56025899,70.25265616,133568000,67.72225113,65.60461082,54.44231444,1.52919177,1.05701702,0.014148656
05-05-2020,72.29097748,73.12671192,71.53784375,71.68361276,147751200,68.14850025,65.60159859,59.30545182,1.688351638,1.183283944,0.015008981
06-05-2020,73.03681183,73.67089694,72.60922476,72.99550777,142333600,68.64896889,65.66257851,59.76735057,1.853305824,1.31728832,0.010317115
07-05-2020,73.79236603,74.13978421,73.36235457,73.66603686,115215200,69.10655746,65.716464,64.83422069,2.021695269,1.458169709,0.010344841
08-05-2020,75.54875946,75.60235253,74.12611582,74.45498205,133838400,69.62864265,65.89842857,73.65838412,2.270696216,1.620675011,0.023801831
11-05-2020,76.7375412,77.23448699,74.84473724,75.05424012,145946400,70.1462719,66.10494576,84.78162275,2.53473714,1.803487437,0.015735291
12-05-2020,75.86056519,77.87760182,75.73876344,77.42449546,162301200,70.45241928,66.17026451,78.17736447,2.642762716,1.971342492,-0.011428253
13-05-2020,74.94459534,76.96650831,73.86299549,76.0408108,200622400,70.74459419,66.26337471,75.01974101,2.624212365,2.101916467,-0.012074387
14-05-2020,75.40504456,75.46594544,73.45377775,74.179719,158929200,71.03233871,66.30048729,72.53649946,2.616504052,2.204833984,0.006143862
15-05-2020,74.9592514,75.00553668,73.13222465,73.16633272,166348400,71.345047,66.37639824,70.31701448,2.545085218,2.272884231,-0.00591198
18-05-2020,76.72535706,77.10050853,75.59504067,76.28931214,135178400,71.8173645,66.50653267,78.58664622,2.601012392,2.338509863,0.023560876
19-05-2020,76.28199768,77.59257816,76.25032804,76.74240439,101729600,72.37149544,66.73887474,72.71525993,2.579821113,2.386772113,-0.005778525
20-05-2020,77.76556396,77.83620364,77.10539299,77.14437045,111504800,72.90590591,66.90774239,72.73254968,2.652165755,2.439850841,0.019448446
21-05-2020,77.18578339,78.16994377,76.94704924,77.6267052,102688800,73.42432556,67.11316658,75.80418607,2.632371617,2.478354997,-0.007455492
22-05-2020,77.68270874,77.76553302,76.82035043,76.92265972,81803200,73.87114105,67.46069183,74.8785915,2.626505622,2.507985122,0.006438043
26-05-2020,77.15653229,78.98598935,77.10050081,78.80572516,125522000,74.28921928,67.65318924,69.55347036,2.550003878,2.516388873,-0.006773405
27-05-2020,77.4927063,77.63886989,76.2698194,77.01281454,112945200,74.77986259,68.02616516,68.51684052,2.487824041,2.510675907,0.004357039
28-05-2020,77.52680969,78.79111238,76.88856975,77.16627386,133560800,75.16106186,68.34807564,66.50866747,2.413476872,2.4912361,0.000440085
29-05-2020,77.45129395,78.23325906,77.09319652,77.77041392,153532400,75.4647522,68.6985524,59.87849603,2.321699608,2.457328801,-0.00097406
01-06-2020,78.40379333,78.52559509,77.27346945,77.40501743,80791200,75.87352333,69.07726257,58.86927586,2.299319086,2.425726858,0.012298044
02-06-2020,78.76673889,78.79110072,77.69244678,78.13580685,87642800,76.25075989,69.53873932,66.36476273,2.284534344,2.397488356,0.004629184
03-06-2020,79.20037079,79.46346674,78.51340712,79.08831526,104491200,76.59622955,70.03255165,75.34096846,2.281507996,2.374292284,0.005505267
04-06-2020,78.51828766,79.32217629,78.14313616,79.02254872,87560400,76.87030334,70.40334793,68.06106235,2.198725645,2.339178956,-0.00861212
05-06-2020,80.75456238,80.81546325,78.73996406,78.76919529,137250400,77.21841316,70.82547775,77.8376029,2.28720326,2.328783817,0.028480941
08-06-2020,81.23200989,81.26611794,79.73628847,80.45004484,95654400,77.50257568,71.1943795,74.70621696,2.368545315,2.336736116,0.005912329
09-06-2020,83.79716492,84.19180139,80.87879977,80.91046941,147712400,77.85555687,71.66657463,83.42368216,2.609910628,2.391371018,0.031578131
10-06-2020,85.95304871,86.42320163,84.30872526,84.74964695,166651600,78.36018105,72.14753494,84.35905153,2.941251267,2.501347068,0.025727407
11-06-2020,81.82641602,85.51944605,81.72410671,85.09313992,201662400,78.70427208,72.54848915,65.00710809,2.83814003,2.568705661,-0.048010312
12-06-2020,82.53286743,84.72529905,81.41716661,83.9750035,200146000,79.06066322,73.02858467,65.47497451,2.781366494,2.611237827,0.008633537
15-06-2020,83.55356598,84.20886002,81.01765253,81.18087016,138808800,79.49037895,73.50956139,69.78607203,2.786612566,2.646312775,0.012367177
16-06-2020,85.76790619,86.04074832,83.97498822,85.61687323,165428800,79.94250641,74.05192841,72.93104199,2.935608992,2.704172018,0.026502043
17-06-2020,85.64855957,86.57668837,85.52675781,86.5157875,114406400,80.4108345,74.4895797,72.39999966,3.009369321,2.765211479,-0.001391507
18-06-2020,85.68266296,86.10166129,85.07121579,85.60470806,96820400,80.80668945,74.94268417,72.75431042,3.035584445,2.819286072,0.000398178
19-06-2020,85.19301605,86.85926309,84.07974628,86.39154854,264476000,81.20705109,75.3537326,69.26059815,2.982469652,2.851922788,-0.005714656
22-06-2020,87.42197418,87.56569933,85.54135514,85.58764039,135445200,81.69401436,75.80003098,72.20355278,3.084675866,2.898473404,0.026163625
23-06-2020,89.28797913,90.71306091,88.25022597,88.67166265,212155600,82.3005867,76.25809143,74.10647446,3.278454053,2.974469533,0.021344804
24-06-2020,87.71187592,89.83853715,87.33672444,88.9152778,192623200,82.81154518,76.6175766,71.06973553,3.267184239,3.033012474,-0.017651908
25-06-2020,88.87628937,88.91526682,87.10529481,87.86777486,137522400,83.37901917,77.01308044,69.57496801,3.314009427,3.089211865,0.013275437
26-06-2020,86.14551544,88.99324123,85.99691343,88.77156114,205256800,83.81373024,77.34298767,60.68222478,3.095089823,3.090387457,-0.030725562
29-06-2020,88.13087463,88.22588357,85.57303786,86.05293706,130646000,84.3000843,77.73150345,59.66538323,3.046676168,3.081645199,0.023046576
30-06-2020,88.86655426,89.15401204,87.69726043,87.71674544,140223200,84.80507507,78.16325439,56.93740946,3.032711979,3.071858555,0.008347581
01-07-2020,88.6984787,89.49019018,88.64976245,88.94452065,110737200,85.27998047,78.63323639,70.16455626,2.973802817,3.052247407,-0.001891325
02-07-2020,88.6984787,90.24780103,88.58399218,89.60956097,114041600,85.78899002,79.06565887,68.87412331,2.893759425,3.020549811,0
06-07-2020,91.07117462,91.54132762,90.10162997,90.13329961,118655600,86.30482063,79.55073456,71.25359242,2.987344939,3.013908837,0.026750131
07-07-2020,90.78857422,92.23314095,90.67651871,91.45117593,112424400,86.78264885,79.99157806,65.93482324,3.004079484,3.011942966,-0.003103072
08-07-2020,92.90307617,92.93474582,91.68262012,91.77032125,117092000,87.23794441,80.47374023,70.43650538,3.151634289,3.039881231,0.023290397
09-07-2020,93.30257416,93.85311298,92.25020531,93.79951992,125642800,87.60542068,80.98619492,71.03284829,3.26319263,3.084543511,0.004300159
10-07-2020,93.46578217,93.52425206,92.28187281,92.89575091,90257200,88.18738899,81.45745407,73.25395069,3.326427951,3.132920399,0.001749234
13-07-2020,93.03460693,97.3975462,92.82023468,94.77637035,191649200,88.71247597,81.89059647,67.55034824,3.303667538,3.167069827,-0.004613188
14-07-2020,94.5741806,94.766622,91.47554408,92.41341152,170989200,89.2635067,82.37751266,66.87409617,3.371001666,3.207856194,0.016548398
15-07-2020,95.22458649,96.7081306,94.02118486,96.45721934,153198000,89.73634071,82.85756424,75.4876189,3.437224581,3.253729872,0.006877203
16-07-2020,94.0528717,94.91279174,93.45117078,94.09184916,110577600,90.15655632,83.29280212,67.55337506,3.356467856,3.274277469,-0.012304751
17-07-2020,93.86286163,94.6618808,93.38783185,94.50597843,92186800,90.56556625,83.70932312,81.61681049,3.239789073,3.267379789,-0.002020247
20-07-2020,95.84091187,95.97976763,93.60463378,93.95055398,90318000,91.09796104,84.15029404,81.60579467,3.26924658,3.267753148,0.021073833
21-07-2020,94.51816559,96.71059726,94.26725426,96.63508077,103433200,91.45277061,84.52968216,72.10379445,3.14955123,3.244112764,-0.013801478
22-07-2020,94.78369141,95.46821669,94.13083577,94.21852946,89001600,91.72755623,84.89060516,73.61959121,3.041062047,3.203502621,0.002809257
23-07-2020,90.46946716,94.59367255,89.65583238,94.51571765,197004400,91.86543579,85.1827832,55.14944064,2.577252782,3.078252653,-0.045516525
24-07-2020,90.2453537,90.59127395,86.86413581,88.65949991,185438800,91.93388901,85.48879837,47.25592536,2.166621055,2.895926333,-0.002477228
27-07-2020,92.38420105,92.47677158,91.08823591,91.312347,121214000,92.24582329,85.8283815,54.71978545,1.990830504,2.714907167,0.02370036
28-07-2020,90.86655426,92.13085716,90.86167743,91.95302391,103625600,92.38260727,86.14652756,43.75558224,1.709349497,2.513795633,-0.016427558
29-07-2020,92.60829926,92.79344028,91.31476538,91.35130441,90329200,92.56969452,86.4641864,48.03310267,1.608278798,2.332692266,0.019168164
30-07-2020,93.72886658,93.83361428,91.36834853,91.77760055,158130000,92.82121391,86.81312378,50.70697495,1.600154376,2.186184688,0.012100075
31-07-2020,103.5412369,103.6922699,98.24529157,100.2525895,374336800,93.56335182,87.32863724,68.77019112,2.358306896,2.22060913,0.104688883
03-08-2020,106.1501999,108.7811141,105.1319393,105.4315668,308151200,94.31730309,87.90792557,69.91954943,3.13354815,2.403196934,0.025197333
04-08-2020,106.8591156,107.9553314,105.6142978,106.3402389,173071600,95.12083015,88.4914537,69.97999853,3.761772628,2.674912073,0.006678421
05-08-2020,107.2464523,107.5680108,106.111259,106.578981,121776800,95.83799896,89.09325211,73.28465569,4.242000747,2.988329808,0.003624742
06-08-2020,110.9881821,111.4851353,106.9882169,107.5801716,202428800,96.72227936,89.76316162,76.85669093,4.868391522,3.36434215,0.034889077
07-08-2020,108.4647675,110.9662048,107.6643078,110.5074034,198045600,97.47222862,90.38192078,69.46434966,5.102375249,3.71194877,-0.022735886
10-08-2020,110.0412903,111.0638298,107.3787836,109.9168261,212403600,98.32256279,91.0337207,73.74879339,5.353311611,4.040221338,0.014534884
11-08-2020,106.768692,109.8021413,106.5075645,109.3018567,187902400,98.93228836,91.60101868,66.79089099,5.227845803,4.277746231,-0.02973973
12-08-2020,110.31707,110.5757547,107.6692051,107.8644363,165598000,99.68691254,92.2320253,78.41611274,5.353031283,4.492803242,0.033234256
13-08-2020,112.2694244,113.2773221,111.2127152,111.7032435,210082000,100.5977402,92.89340637,80.04534166,5.545851243,4.703412842,0.017697664
14-08-2020,112.1693573,112.2596519,110.351236,112.0937047,165565200,101.513065,93.56642776,78.58085005,5.625737865,4.887877846,-0.000891312
17-08-2020,111.876503,113.3212392,111.246876,113.2968334,119561600,102.3148445,94.18886658,81.46349534,5.600854528,5.030473183,-0.002610823
18-08-2020,112.808754,113.2358288,111.2908079,111.627588,105633600,103.2293739,94.82040146,81.00290719,5.591899233,5.142758393,0.008332858
19-08-2020,112.9502945,114.370625,112.8551217,113.218743,145538000,104.1377041,95.40346405,80.4143288,5.532448612,5.220696437,0.001254695
20-08-2020,115.4566116,115.571312,112.9746939,112.9917787,126907200,105.3870613,95.99353531,74.5240509,5.622756773,5.301108504,0.022189558
21-08-2020,121.4063797,121.8920223,116.4083819,116.4205811,338054800,106.9451126,96.78513458,77.60395356,6.104059402,5.461698683,0.051532502
24-08-2020,122.8584366,125.7161825,120.9841901,125.6307586,345937600,108.4688244,97.59164597,78.1904607,6.527420024,5.674842952,0.011960301
25-08-2020,121.8505478,122.1970918,120.1202855,121.726091,211495600,110.0180241,98.3575856,75.18143587,6.704324881,5.880739338,-0.00820366
26-08-2020,123.5075684,123.9663698,122.10188,123.1732311,163022400,111.5629875,99.11237885,73.25896622,6.898706967,6.084332863,0.013598795
27-08-2020,122.0311279,124.4471495,120.8816813,124.1128121,155552400,112.9781006,99.84003021,76.22425166,6.854604157,6.238387122,-0.011954251
28-08-2020,121.8334427,123.4294766,121.6089201,123.0097229,187630000,113.8927109,100.5630458,74.07817636,6.726165763,6.33594285,-0.001619958
31-08-2020,125.9650726,127.8783739,122.99752,124.5398716,225702700,114.8834545,101.3784869,87.86828183,6.878474644,6.444449209,0.033912117
01-09-2020,130.9825745,131.5878104,127.4195574,129.5964139,151948100,116.0896275,102.2496989,88.53293767,7.319674344,6.619494236,0.039832485
02-09-2020,128.2688446,134.6920506,123.9736988,134.3113446,200119000,117.1407471,103.0293163,79.00889186,7.365448658,6.76868512,-0.020718251
03-09-2020,117.9995346,125.769854,117.6285923,123.8858513,257599600,117.4913147,103.6350694,57.72290858,6.498170771,6.714582251,-0.080060829
04-09-2020,118.0776291,120.7523352,108.2475886,117.2088376,332607200,117.9719578,104.2190962,58.26128709,5.750856081,6.521837017,0.00066182
08-09-2020,110.1315689,116.1545398,109.9949056,111.234639,231366600,117.9764717,104.6988173,46.99496866,4.46594255,6.110658123,-0.067295221
09-09-2020,114.524353,116.3009835,112.5134436,114.4657852,176940500,118.3642548,105.2266869,51.61288759,3.758771508,5.6402808,0.039886693
10-09-2020,110.7856293,117.6285891,109.8192222,117.4919258,182274400,118.3876827,105.6650684,45.3316967,2.863639349,5.08495251,-0.032645666
11-09-2020,109.3311234,112.4841581,107.3787819,111.8398819,180860300,118.2407677,106.0777213,36.7402304,2.01366195,4.470694398,-0.013129013
14-09-2020,112.6110687,113.1674858,110.1120738,111.98632,140150100,118.2628532,106.5559731,39.18171226,1.586425592,3.893840637,0.030000107
15-09-2020,112.7867889,115.9983922,110.9027788,115.5103067,184642000,118.3083675,106.9902853,40.26012889,1.247634893,3.364599488,0.001560417
16-09-2020,109.4580383,113.2358223,109.3701865,112.484174,154679000,118.1408318,107.3636746,35.4260654,0.702441165,2.832167823,-0.029513657
17-09-2020,107.710701,109.5263796,106.119545,107.1054798,178011000,117.8788521,107.6598271,35.22807779,0.12790132,2.291314523,-0.015963536
18-09-2020,104.2940979,108.2378293,103.5619697,107.7692715,287104900,117.3207264,107.8796576,33.03433122,-0.596243834,1.713802852,-0.031720182
21-09-2020,107.4568787,107.564258,100.6432035,102.0488918,195713800,116.6232513,108.1594795,31.75520523,-0.904497625,1.190142756,0.030325597
22-09-2020,109.1456451,110.1706274,106.5587987,109.9949163,183055400,115.9376118,108.4817003,26.96191671,-1.000982926,0.75191762,0.01571576
23-09-2020,104.5674286,109.4385193,104.2257628,108.9601976,150718700,115.0734558,108.6815652,25.94136077,-1.430383466,0.315457403,-0.041945939
24-09-2020,105.6412125,107.6228381,102.4979411,102.6638883,167743300,114.180138,108.8898978,34.57603252,-1.664849751,-0.080604028,0.010268818
25-09-2020,109.6044464,109.7606373,105.1042988,105.8461907,149981400,113.5588039,109.2009293,40.35981778,-1.513420346,-0.367167292,0.037515983
28-09-2020,112.2206039,112.5720261,110.0925511,112.2694155,137672400,113.078162,109.5680841,52.70479101,-1.168835792,-0.527500992,0.023869082
29-09-2020,111.3713226,112.5622522,110.8637171,111.8203678,99382200,112.3484745,109.8786923,45.50514945,-0.953291009,-0.612658995,-0.007567962
30-09-2020,113.0503235,114.4657754,110.9125148,111.078462,142675200,111.451862,110.2493355,53.42989105,-0.639615785,-0.618050353,0.015075702
01-10-2020,114.0069962,114.9148354,113.069873,114.8367399,116120400,110.7387695,110.6338016,57.1900553,-0.310254007,-0.556491084,0.008462361
02-10-2020,110.3268127,112.6208199,109.5458806,110.1999132,144712000,110.3551334,111.0309485,46.53022531,-0.342247256,-0.513642318,-0.03228033
05-10-2020,113.7239075,113.8703346,110.8442064,111.1956285,106243800,110.1374474,111.5005196,51.29658819,-0.092419627,-0.42939778,0.030791198
06-10-2020,110.4634933,113.3529581,109.5751743,112.9429607,161498200,110.1540436,111.8621054,51.39377351,-0.155722529,-0.37466273,-0.028669558
07-10-2020,112.3377304,112.7965318,111.4103637,111.8886928,96849000,110.0447124,112.2915289,56.39155558,-0.054032417,-0.310536667,0.016967027
08-10-2020,112.2303772,113.626302,111.8594275,113.4798748,83477200,110.1169498,112.6839705,62.06591769,0.017691289,-0.244891076,-0.000955629
09-10-2020,114.1827164,114.2120003,112.181563,112.5329851,100506900,110.3595295,113.0930475,60.61636833,0.229425622,-0.150027736,0.017395818
12-10-2020,121.4356689,122.1970811,116.4376709,117.1990831,240226800,110.8007595,113.4509361,66.50069798,0.971282919,0.074234395,0.063520582
13-10-2020,118.2142868,122.4020606,116.7988421,122.2849174,262330500,111.0721344,113.6922179,69.01519518,1.284465041,0.316280524,-0.026527479
14-10-2020,118.3021469,120.0982977,116.769559,118.1166721,150712000,111.5143398,113.9210785,68.13982946,1.522206655,0.55746575,0.000743227
